,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,start_point,end_point,isIntrusion,intrusion_zone
223,1.160371768289814e-10,4.0103401176597685e-08,-2.235577260339093e-07,-2.4353995502099336e-07,6.210517435315714e-07,-1.597112110683467e-06,7.142367576361236e-07,-1.846330992259814e-06,1.4914308862467706e-07,6.465508557164899e-07,1.3674513481046723e-06,5.16413564528688e-06,6.205501722883304e-06,4.176579032416682e-06,3.0214634638603584e-06,1.4246613721217603e-07,-1.3147467559518691e-06,1.6869940394279026e-08,-2.8543046308377503e-06,-0.00027474543490743056,1.4945419602862154e-06,7.394949490951985e-07,-5.837422928985526e-08,1.2769300851028266e-06,2.2293306183225094e-07,1.9172178443549025e-06,1.197995688066375e-06,4.406396700917326e-07,2.1058261327585237e-06,8.004061042325098e-07,-9.595260541601144e-07,-2.0732327881781707e-06,-7.034358685425492e-07,-1.4200285605750983e-06,-7.185594494689919e-07,2.4401285671923575e-07,-8.483464054628159e-07,-1.6531298841483645e-06,-8.331558621983075e-07,-5.757173831472985e-07,1.0122684326479593e-06,-1.5376957782273735e-06,-5.5620642052615216e-08,-2.043105749699979e-07,2.8437761764598963e-06,-1.0908844786767461e-06,-1.7679000941452257e-06,-1.0592540982463006e-07,-8.974773346314855e-07,-8.82949158325039e-07,2.084631892150979e-06,-1.8547468347686422e-07,-1.1032801160231701e-06,-2.5935412513269137e-06,-5.231918143490128e-07,1.122139111732652e-06,-3.5299234891620398e-06,-1.7223993397006386e-06,-2.082071180229718e-06,3.5515348819416563e-06,-6.355884031701781e-07,-1.3414047645207011e-06,1.6045620441866842e-07,-1.6141921141491758e-07,3.456283190958194e-07,-6.072810753160332e-07,1.243361968035787e-06,-1.7492854098658797e-06,-7.863498265076214e-07,-1.7506998007304e-06,2.9211607267855266e-06,-1.527701672482569e-06,-3.7485639797667832e-06,1.631627263602698e-06,1.274379012269379e-06,7.506626111639537e-07,6.128563258401935e-07,9.286156433371742e-07,2.705640511004731e-07,-1.5956675336348822e-06,1.477416755424224e-06,3.110310302389431e-07,3.712056017915466e-07,-7.477881319513553e-07,2.034143472587043e-06,3.9957079806603353e-07,2.006861221084499e-06,6.887603449769663e-07,7.005080466624281e-07,-9.024192681382189e-07,-8.389727753973109e-07,-1.9507618113827417e-06,1.2870868328730212e-08,-8.724668954449011e-07,-4.807790259481019e-07,-8.875004230231493e-07,2.168404344971009e-19,941.9946117331062,982.885254838836,1.0,20.0
224,8.071748000895718e-11,6.757735877675232e-08,3.257324975875636e-07,1.792069052910497e-07,-4.6928680420741623e-07,1.3079335085816124e-06,-1.253363405272874e-06,2.0340790166517163e-06,2.245245608299977e-06,-1.6421586241655017e-06,-2.287218259834807e-06,-3.732034057727339e-06,4.195376526610912e-06,-2.016400507231413e-06,-2.091269269606684e-06,-8.394890387248633e-07,1.5025305544987856e-06,5.057570577783306e-06,1.4667666683172535e-06,5.186741014748895e-05,-2.399699538165067e-07,9.346489695466823e-07,2.0711153797938007e-07,-1.208408137432209e-07,-1.583445194032777e-06,-9.92209389134727e-07,-3.787185038706467e-08,-1.7485289275742492e-07,-5.169185541963484e-07,3.916879238266037e-07,-5.631111694274788e-07,1.98344866369582e-06,-1.7570293745286514e-07,3.2691786595433485e-06,1.5253761113702213e-06,-1.149822081654607e-06,6.746539197510174e-07,-1.0158072625984999e-06,5.450422072284509e-07,-3.5864730088671845e-06,-3.3062115707112663e-06,-1.568999738082652e-06,-1.219628452989955e-07,2.7517889883794597e-06,2.6981280217561535e-07,2.112992402246612e-06,1.5457636051043186e-06,-5.950964272241464e-07,4.981941734198366e-07,9.365445638722866e-07,-8.323064411820897e-07,9.467126953992657e-07,-7.056681356537239e-07,-1.3326696278891017e-06,-1.7109221897729319e-06,-3.0401466273660086e-06,6.133943369671297e-06,-4.0268173338723137e-07,-1.5085935757737107e-06,-2.7540492971096287e-06,1.00889009820135e-07,1.606967647561821e-06,2.69516606179283e-07,-2.1518990353247834e-07,3.236644951636362e-07,6.902837297526596e-07,-2.1232003956130063e-06,-1.0140536738914227e-07,-1.7257002814967458e-06,4.407368772926801e-06,-6.930525708280337e-06,-7.144015502376887e-07,-8.219150638923058e-07,1.6968667528101822e-06,-2.8998196317919084e-06,-6.822581003668214e-07,-1.1057119909649348e-06,-6.185289751687347e-07,-5.8302834356812466e-08,4.0252605359092017e-07,-1.5387264893478307e-06,3.5635717176923324e-06,-1.569323647404976e-06,-9.188296559753568e-07,-4.335885988653596e-06,-5.455121336388983e-07,-1.4898664487989106e-06,-5.028679060136484e-07,4.401029565845988e-07,-1.7429014403805634e-07,-1.153804989727919e-07,2.435291530933142e-06,1.579703667346362e-06,1.0481672669754652e-06,2.0622859795977992e-07,3.567571946456018e-07,-3.2526065174565133e-19,982.9830479142515,1023.8241627030801,1.0,20.0
225,-1.353552647569145e-10,-4.3523941079242484e-08,7.056880759479314e-08,4.779571151720323e-07,1.5410103017259616e-07,5.439384081117266e-07,-6.926783134242345e-08,-8.433547878697019e-08,-4.738676043861633e-06,1.933968867380391e-06,3.371879362296798e-06,1.1451453700941396e-06,-4.057987273808298e-06,-2.6504838058051886e-07,4.252135996465119e-06,-1.708745274443509e-07,7.945369096661742e-07,-3.0511481988080517e-06,2.5681560052413788e-06,-7.035490816175647e-05,-6.605444362057372e-07,-1.5556753172881821e-06,2.0608260749984623e-06,-1.462118972741849e-06,-1.4961176722579246e-06,-1.3054412501948588e-06,-1.6679256423573693e-06,2.6078173205852997e-06,-1.1921093275696869e-06,-2.0624679570777592e-07,1.1133838290541126e-06,-1.3751290843972168e-06,8.550807888110974e-07,-7.056590853660779e-07,-8.043882267061076e-07,9.953648199055132e-07,1.3245235065697213e-06,1.2900703285071606e-06,-2.8986017403968617e-07,1.8110227504855234e-06,1.0057214624502146e-06,4.510190657600489e-06,1.194582882590436e-06,-8.254760606139777e-08,-2.095932385432018e-06,-6.405092790450363e-07,4.576730100145114e-07,-7.495802759356081e-07,-7.744470604435587e-07,-8.431496796243454e-07,-6.24593902448338e-07,7.033004635750373e-07,1.7666881805460197e-06,4.603013724784055e-06,2.827790236183082e-06,4.036785860624527e-06,-2.9325834337112604e-06,1.2944846736391048e-06,1.817844468355364e-06,6.933732680910933e-07,-2.7515500950836894e-07,-7.275222723944486e-07,2.966405935575815e-07,1.818165231537547e-07,-3.943008882108549e-07,-6.807270933624878e-07,1.5995951497182678e-06,5.153434909103884e-07,2.2877215163561154e-07,-2.3569571365642493e-06,3.7408615917136796e-06,3.9328180068696e-06,3.854128345241953e-06,-4.1535227432552705e-06,1.3976760225695075e-06,2.1173655747142115e-06,-5.251754063722875e-07,3.8681436436175873e-07,-1.0991699277512431e-07,-4.850105800887185e-07,-2.1113237965353273e-07,-4.42555329740091e-06,2.5938477448022614e-06,3.7779246206070226e-06,6.844062755118584e-07,9.806867145537457e-07,1.978957292985903e-06,2.9094238876480136e-07,-1.4046857969331466e-06,1.573511369776866e-06,8.908458201603575e-07,-1.5082078143684966e-06,-8.837372681806406e-07,-4.776852411603389e-07,1.9612569504925438e-07,2.1411457269254188e-07,3.2526065174565133e-19,1023.9042049906816,1064.8000918773755,1.0,20.0
226,-8.524080313127014e-11,2.986355778256426e-07,1.1358827607015412e-07,1.0282381721199159e-07,5.162867454052249e-07,-2.459758596861988e-07,-3.6036997795951364e-07,9.593390366061105e-07,2.830252747320467e-06,-3.012969155574089e-06,-6.084314436992453e-06,-2.8806362224642786e-06,9.301360602985594e-07,-1.9995686650665662e-06,-6.131219187619375e-06,-1.372317526402659e-06,-1.0547748441392703e-06,-9.711659797787507e-07,-3.1960372677418587e-06,1.2393465047896196e-06,-6.349980497725549e-07,-8.664693785793813e-08,-1.683152438433557e-06,2.6135728861344156e-06,1.708572975479784e-06,9.77625023479466e-07,-9.686996351593313e-08,-1.2990675428746837e-06,2.706317207664321e-07,2.7928908922993274e-07,-1.101149882867282e-06,-1.056707511299152e-06,-9.263287801567974e-07,-2.1969948669113364e-06,-5.002728970578756e-07,4.086886011868136e-07,-8.868533688975375e-07,4.700716873364333e-07,2.5392889018524436e-06,-1.2202527187137047e-07,1.237700710554103e-06,-4.570597021190913e-06,-7.814373460274943e-07,-3.015413403764655e-06,-1.5774838471452942e-06,1.5298679022677456e-06,-9.684868406442497e-07,-4.2726692244307975e-07,-2.490394861049956e-07,6.695000450300851e-07,-1.1134523806156753e-07,1.4709918740186262e-06,-1.8406627664137136e-07,-2.7849879283320562e-06,5.89543496606719e-07,5.199829822198588e-07,-1.1976196260144335e-06,8.059728572734626e-07,2.2268527010585546e-06,-8.54763432950865e-08,1.0089149153355917e-06,8.076107503105358e-07,-7.419985955933262e-07,7.283502412952798e-07,3.2342180068242526e-07,-5.272523291818582e-08,-9.504852887740056e-07,-1.3773356860710597e-07,3.2663643633041553e-06,-9.254974561224462e-07,-2.4258438858781872e-06,-2.805407275454936e-06,-1.6164853799797724e-06,3.564277758165814e-07,1.506389940837509e-07,-1.4942828988076745e-06,7.340781366703755e-07,6.54749157125926e-07,1.1293582594940337e-06,-9.702782475509621e-08,3.138086816956696e-06,-2.4091681132356636e-07,3.025004309451483e-07,-2.5368913959713905e-06,-2.9552669557472364e-07,-1.626931327613785e-06,4.846805327430367e-07,6.109103195064709e-07,-2.77584029458283e-07,-5.348449779125691e-07,2.880530454057225e-07,3.529991116260731e-07,7.866079993123435e-08,1.2216967538081127e-07,8.139275119211156e-08,-3.03716622664259e-07,-7.589415207398531e-19,1064.8667882126067,1105.5916814907002,1.0,20.0
227,4.324807135677733e-11,-5.712484403289564e-07,-4.762638596313151e-07,1.543755954808634e-07,-5.255480337003831e-07,-4.193571280424e-07,1.3131917120442896e-07,-7.351966840999139e-07,-3.742814790713353e-06,-8.055020927623217e-07,-1.1763647450096712e-06,5.345003769056597e-07,-7.594251858365417e-07,4.020601996009877e-06,1.2147059406256502e-06,3.090895488831876e-06,1.4685286320098231e-07,4.019808823835236e-06,1.010678098410829e-06,0.00026878950222625886,1.282693943329468e-06,1.8666153142173287e-06,-4.4584628487579544e-07,-5.37485026152161e-07,1.4412870728908785e-06,1.868624833034193e-07,5.098743814336767e-07,-1.7568144829948305e-06,-5.194098058273339e-07,-1.8072812976066728e-06,2.5542187818512405e-06,3.783090634037643e-07,1.5564617696279572e-07,2.0643129230448701e-07,-2.2382520405917947e-07,2.8844937371205054e-07,9.808113944848387e-08,-8.087174531724297e-07,-4.560640857018789e-06,2.4330442280077937e-06,-3.4354883472948773e-06,1.2297005852058944e-06,4.752635193559221e-06,4.738790831137563e-06,1.9927225973805085e-06,-1.4346540025773815e-06,1.2553117873481375e-06,1.3359392152984299e-06,3.237745790343662e-08,-1.8015806085302534e-06,-8.583637740372171e-07,-3.657498134337824e-07,-6.055202161744846e-07,3.529177529659755e-07,-6.297609551031121e-07,-7.991662007447936e-07,6.049165174281095e-07,-2.794351171390985e-07,2.728676871566627e-07,-1.167940702901857e-06,-5.953003965992413e-07,-1.2936684066619172e-06,-8.883900408721002e-08,-7.548540829061849e-07,2.7380346651772634e-07,1.1284567364299336e-06,-1.2810275452855005e-06,-2.338979400728111e-06,-6.752676527914153e-06,-3.991640329661754e-06,-4.034504120347445e-06,-2.9307172158391827e-06,-4.3922656419834345e-06,2.97301304775057e-06,-1.9899214774351387e-06,1.3965344413821796e-06,-5.999298364102327e-07,-6.904722180997146e-07,-8.219497332106389e-07,1.033607916706993e-06,-1.776692904588244e-06,3.473010387498518e-06,-1.0401300797693337e-06,8.827998289819179e-07,1.1085484210248374e-07,-1.5258743059115738e-07,-2.6083504561791315e-06,-2.0231314521422256e-07,1.5399533738341697e-06,6.994993127111332e-07,-2.7946843345538416e-07,2.465117611361511e-07,3.9686098094482447e-07,-7.564843466268019e-07,-1.8123762326473745e-07,7.740978044316438e-07,2.168404344971009e-19,1105.8069096501617,1146.7167157644442,1.0,20.0
228,-1.364481683023555e-10,2.967394948737547e-07,1.7126736962056605e-07,-2.2485697453555453e-07,8.288949503135025e-07,2.711917604433919e-07,-3.026774582852619e-07,5.903526990442523e-07,2.009881366320178e-06,7.61520039057554e-07,1.6552235827245292e-06,2.506691761726236e-06,4.981257612441184e-07,-1.7929625534202423e-06,4.694568401213215e-06,-1.037077473738969e-06,1.3424522573614317e-06,-1.2345806743104155e-06,-4.4852290737441673e-07,-8.236380909437181e-05,8.369933838405083e-07,-1.6304888947944632e-06,-5.1405497067825295e-08,2.093089250916006e-07,-1.144385511022859e-06,6.485179802873629e-07,-4.890931770695772e-09,3.182508654892089e-07,1.005729654073484e-06,1.1669139975124766e-06,-1.75588626211815e-06,3.0504725488135487e-07,3.401457551374925e-07,1.5468086886014911e-06,2.4389929727527956e-06,4.882339848230935e-07,-6.364776198189512e-07,7.08593320102556e-07,1.2561963800441058e-06,-1.3146407639892665e-06,4.52152514320318e-06,6.33346637818593e-07,-5.1222277647768565e-06,-3.1755883558601348e-06,-2.452890813305509e-06,-1.4983845233323967e-06,-2.3683442953956755e-06,6.915499788691387e-07,8.515803618149302e-07,1.1463490770645553e-06,1.7897377266155607e-06,-8.856741699681718e-07,1.725210679065503e-06,9.58582819007587e-07,3.953568339928404e-07,8.781016233442348e-07,1.589097959241387e-06,-1.1710980140637768e-06,-4.147743599095628e-06,5.460613932468548e-07,-5.427493106023584e-07,1.1175803414339492e-06,6.262063854748897e-07,4.95058502178492e-07,-7.402180771353935e-07,-6.649270482430951e-07,2.3829006656007944e-06,2.51573475888191e-06,4.1641361951046964e-06,5.093899663918301e-06,7.332751718468807e-06,5.322302042692385e-06,5.4314480578826485e-06,-2.840949828621835e-06,1.1108651678767064e-06,-2.2652434515000545e-06,1.1987871040967414e-06,-2.689845693104034e-07,-1.2887971085142908e-08,-2.4289333076484617e-07,1.2558263186581114e-06,-3.185079603907617e-06,1.4923976834292293e-06,-2.6317917749115946e-06,-2.5309104246201784e-06,-2.097200894321527e-06,-1.7954111833850487e-06,-2.2799158121443236e-06,8.457752976934727e-07,2.9011574683498065e-07,-5.389485737759651e-07,-1.1323977045771586e-06,-2.646905260065966e-07,7.106150176489079e-07,2.771646828375954e-07,-6.000772139582778e-07,-2.168404344971009e-19,1146.851872423357,1187.6482761266,1.0,20.0
229,2.2175237514299173e-10,-1.8547013638954817e-07,7.767969219252269e-08,5.369589325577998e-07,1.3406381351069823e-07,3.281553545081894e-07,1.13038273101915e-06,-7.69837668371698e-07,3.828640248923856e-06,1.1398668949020446e-06,5.735648307400153e-06,-1.5427649696963044e-06,-2.3784545913488678e-06,-1.0312599515124345e-06,-2.0816585927676927e-06,-2.829720961397932e-06,-3.1473613330049686e-06,-5.155946105185041e-06,-2.506790901761176e-06,6.0480345231745606e-05,-3.562785304966323e-06,-9.942307397411542e-08,-7.649081587251909e-07,-9.266775308288018e-07,7.926789640547941e-07,9.69480549070775e-07,-2.3814630742370266e-07,-7.1309878658585e-07,-1.486787522836635e-06,8.516131102423267e-07,-2.835996729293796e-07,4.869542051365175e-07,-2.2414518064599147e-07,-9.682702853384983e-07,-1.6964469034539258e-06,-1.4465587194963136e-06,-3.9582574484038277e-07,9.479502456919775e-07,-1.4270705873732658e-06,-1.4052498655901368e-06,-2.3153370343545476e-06,2.16132596123509e-06,2.8574743094363347e-06,1.5715161939496881e-06,1.943173614397291e-06,1.3090406853963604e-06,2.4248304055863104e-07,-1.974248371649072e-06,-8.906874452027863e-07,6.904146919290658e-07,2.259058096655206e-07,-9.80381145629307e-07,-1.4731635569473819e-06,-1.5984503550379916e-06,1.8023371934135658e-06,-2.3291434590801434e-06,-5.230023307101748e-06,-8.914550818773896e-07,-3.114523031203225e-07,2.47824921149832e-06,9.474835446863367e-08,-9.656218546343163e-08,-2.470967384731208e-07,-8.76828156888047e-08,1.133899906231731e-07,-2.949270778162833e-07,-5.179906512348814e-07,1.6539122003856547e-06,1.1493658533636483e-07,-1.0690250554744318e-07,1.6904319636050144e-07,-2.4858048897850177e-07,2.4567874874000147e-07,5.71836664626027e-07,1.1143958172444082e-06,1.7807718213496164e-06,-1.1777215610782408e-06,1.0072905988342746e-06,7.768778147241966e-08,2.9562695976902316e-07,-1.2881872973505943e-07,1.178174086989732e-06,-3.3079312623288896e-06,9.179619702157429e-07,6.996622032729794e-06,2.321790023303077e-06,2.831153155233518e-06,3.2828035923843264e-06,-1.6568081062275227e-06,-1.0921101627661255e-06,4.890975080437416e-07,-7.999411913878511e-08,-8.133814686175521e-07,1.6898706396608742e-08,-3.9125682651272413e-07,-1.0277299921409699e-08,1.6263032587282567e-18,1187.7442386300181,1228.6248247183776,1.0,20.0
230,-1.6227371399737955e-10,1.83317712695516e-07,6.090902898193973e-08,-7.615009399320881e-07,-5.68341204497482e-07,-2.902728084277703e-07,-9.27694483956091e-07,-2.894435585976173e-07,-1.4800907239342171e-06,1.8332547258581577e-06,-2.218311903910263e-06,5.57205742163485e-06,2.3699206721430194e-06,4.417947695844375e-06,1.8890141543050423e-06,3.823804422551052e-06,2.5532376077080053e-06,4.371257915871795e-06,2.0502171124926662e-06,-0.00019302918753437412,3.1038409517696063e-06,2.3506302061646273e-07,1.910258449455129e-06,-3.7388883920136916e-07,1.1459209249341067e-06,-2.2772858193269383e-06,8.709773971419914e-07,2.2515811561305867e-06,1.6865140452452642e-06,-1.8960897882444767e-06,-1.0745435646505354e-07,1.3982133484553329e-08,1.627432096197286e-06,1.006754225670156e-06,-8.32230982228849e-09,7.530760774968255e-07,1.4008090329547043e-06,-1.6665801020918991e-06,2.0229404183740485e-06,2.234046961042957e-06,-1.278900427458679e-06,-2.9474327575846476e-06,1.4334890778195958e-06,8.822525356328229e-08,9.761632184560835e-07,-1.602423552915684e-07,2.2077298259214322e-06,1.7374894760708952e-06,-5.955538325956057e-07,-1.9059527006822088e-06,-2.8219918699667673e-06,-1.1734601511437888e-06,-1.0457975379751967e-06,4.4968558135061003e-07,-2.965718701541378e-06,-1.8778551828756412e-06,5.353450050038402e-06,3.507164460397373e-07,9.617464493886889e-07,-9.387628540672116e-07,9.924358596858068e-07,-1.091594026135837e-06,-2.4088287984289428e-08,-7.0430420395998085e-09,1.1479229109207087e-06,-1.8172417546994703e-07,-3.1748738086223496e-07,-1.9610346141797717e-06,-1.1166927926499698e-07,-1.4815791280729795e-06,-1.0980019136946212e-06,-1.9400667600104685e-06,1.1231767792956385e-08,-2.4355692246247514e-06,-1.206588555291866e-06,-1.0816808552957524e-06,1.4440897626621148e-06,-5.251916536151778e-07,-3.4324752325198306e-07,4.3317270551480706e-07,-1.4860824366431024e-07,-1.2293606102410475e-06,2.0372541722714268e-06,8.171001215253985e-07,-1.399095287478013e-07,3.891486853267994e-07,-7.426696965795237e-07,-1.3345774549674942e-06,-4.129571820551156e-07,-1.7707300079689015e-07,-5.37980352270824e-07,1.915322629389443e-06,1.908103243251333e-07,1.4241341348331018e-08,2.3056817084082283e-07,1.5671011021890736e-07,-1.734723475976807e-18,1228.7792317072438,1269.4626410656376,1.0,20.0
231,-8.90944874300248e-11,-8.263904069610948e-08,-2.5252276610477492e-08,2.9016607114434336e-07,6.566731708961777e-07,2.737250512276773e-07,6.189832308198414e-07,-5.748844780376701e-07,-3.044286086505404e-07,-1.4166960402494863e-07,5.484275043275092e-06,-3.863653073333043e-06,-5.397943966980404e-06,-4.96757370228992e-06,-5.094248618886521e-06,-3.127504736079767e-06,-1.83024591502573e-06,-4.679093302661658e-06,-1.727947574294399e-06,-5.5074579279492994e-05,3.4137037276804746e-07,2.0323366003701456e-06,-1.7665627242219794e-06,3.30539086928084e-07,2.2504065282807385e-07,-7.15703747831151e-07,-1.2641502803814077e-06,8.54225376640096e-07,6.4667537241986164e-09,2.8793520447014526e-07,5.968921995465077e-07,1.4104659837245632e-07,-7.442154498248695e-07,-7.697150729713952e-08,8.560533959184647e-07,1.3230861540720093e-07,-1.268006854747471e-06,-5.207176381559877e-07,-1.4726392559277356e-06,7.578299048313728e-07,-9.333969923450841e-07,7.715579898072422e-10,5.300993415142865e-07,-4.937688118241638e-07,8.097847373426514e-07,6.743816190091668e-07,-7.596576003403082e-07,-1.1126506830119731e-06,7.212694546459013e-07,2.3511810433131587e-06,1.8485885779625589e-06,1.5373683009685217e-06,2.5742562668388917e-07,-3.9966137205596497e-07,-4.000224518936526e-08,2.005211082226695e-06,-1.6690510096968331e-06,-1.421549449434449e-07,-1.0443384482220971e-06,-5.035142821880755e-07,-2.094694207363263e-06,-1.09991908564045e-06,-8.119580801164115e-07,4.7406012227607707e-07,-1.052768464089701e-06,-1.8482832112520168e-07,1.6087694862279393e-07,1.585330832800302e-06,3.2486794320160943e-06,5.286783916719044e-07,-3.978595610493185e-06,7.02590170465877e-07,6.866373862589661e-08,7.127315965876077e-07,3.097965708151766e-06,-4.119244953481888e-08,-1.5502152659846273e-06,-2.6881300372271193e-07,9.286116455712971e-07,-1.5861157394860643e-06,-3.586614935671695e-07,2.682943409204651e-06,6.430589393291528e-07,8.259875025036847e-07,-1.177384172014722e-06,-8.681464254900115e-07,-1.3528894611099457e-06,-1.336202393218723e-06,-1.0291528151009526e-06,-6.279358863977907e-07,5.720777666933744e-07,7.137636411021263e-08,-6.150383339183083e-07,-2.8952901877404196e-07,-2.637454065968197e-07,1.347806529976986e-07,5.421010862427522e-19,1269.632534957945,1310.5392851676136,1.0,20.0
232,2.268157775313362e-10,-4.246796000116366e-08,-1.1410810324971946e-07,-6.382170206530654e-07,-1.1883948292907654e-06,2.3605173717381953e-09,-1.9884637042132602e-07,1.0514252252786138e-06,-3.310016650208956e-06,-1.71024659809723e-06,-1.0068295586745414e-05,-3.074333921512882e-06,-1.827345536042739e-06,-6.307633677515509e-07,3.632777801518012e-06,3.7350344327069475e-06,2.565645001216879e-07,3.7281217130807377e-07,9.493205568233617e-07,0.00029167538786663315,-2.2406120992858407e-06,-2.4869274196302445e-06,-1.6974049295032795e-09,-6.27231575841625e-07,4.94975647460363e-07,5.521548791208308e-07,-2.0691534292818087e-08,-2.9257540387443975e-07,-4.265082279706527e-07,-2.3232742950697691e-07,-1.1567407141414854e-06,5.224925084160821e-07,-9.879912573967312e-07,-7.174800751001838e-07,-6.804351870421375e-07,-1.2868771682254527e-06,6.10039737310511e-07,1.5185038444383335e-06,3.898624041030014e-06,-1.8183229411072345e-06,2.6555304803443924e-06,3.1086321527758025e-06,-2.6126275091838645e-06,8.102477286678345e-08,-1.1830310544928314e-07,4.074088167773174e-07,2.2473246922346136e-07,2.896194413260021e-07,1.00522584124262e-06,-7.680974438388765e-07,-3.98835632429333e-07,-7.300408504640719e-07,9.983555909146707e-07,2.036597505246634e-06,-1.3276665313509146e-07,-1.2006712754873737e-06,-3.019886593792786e-06,5.731365991397917e-07,5.0538970083307665e-06,-2.559922874215972e-06,1.7174720399317032e-06,1.9944945207890185e-06,1.1008161574782701e-06,-1.2132629846317691e-06,7.872622043542891e-07,1.6274646850181424e-07,3.2397335619164386e-07,-5.16468498054797e-07,-1.0295414270927684e-06,7.425917765281446e-07,3.3594723665162154e-06,1.9482201667440913e-06,1.4771828430316762e-07,2.01177791936413e-06,-2.1686851812150257e-06,-5.003625448398103e-07,1.948734107411025e-07,-7.572138601093291e-07,-1.3935649839676557e-06,3.8789632877218524e-07,1.0153423399831196e-07,-3.5042160454927876e-06,-3.4310197425746827e-06,-1.2716074291006796e-06,-1.8984507412921243e-07,-4.734897234316953e-07,2.204916958658317e-06,9.014122913114262e-07,2.0759761883537944e-06,9.121720716525478e-07,-4.418920885223068e-07,-2.1750941239942283e-06,4.904989343655197e-07,-2.1779961734407372e-07,-5.263844425856638e-08,-1.6791824569435242e-08,-3.2526065174565133e-19,1310.6985462342147,1351.490034795025,1.0,20.0
233,-4.7704895589362195e-18,-1.0786184855829037e-07,1.606095797416357e-08,1.078381893113682e-06,5.912450705530115e-07,-3.212822303205612e-07,-9.986307968306695e-07,8.586961448141684e-07,1.558041175442641e-06,-1.5230560962511443e-06,1.4899365467437205e-06,5.302390103916615e-07,7.721301792967383e-06,1.8515255686393697e-06,-2.030506857317489e-06,-2.0691898696828526e-06,1.2061877024105959e-06,2.4590503894987917e-06,6.049627024637232e-07,-1.1367126792031384e-06,4.0623142347152776e-07,1.2093224142072112e-06,1.4495793778804625e-06,8.592229141647471e-07,-1.7847875829698785e-06,1.7248338316454802e-06,1.627691617900242e-06,-1.0616166147734644e-06,-1.0132577180110066e-07,9.803229175838748e-07,1.147693453197379e-06,-5.771622365815686e-07,1.287675561449219e-06,2.4035618360277854e-07,8.311864188881177e-07,2.8802957158016447e-07,7.106157489992181e-07,1.1593897336972803e-07,2.1825743198698603e-07,-9.109252351428582e-07,-4.7022986385176525e-06,-5.9959269372036016e-06,-1.3938619805660586e-06,-4.28524361815682e-06,-3.836719480544053e-06,-1.8857925593025564e-06,-4.994004251594438e-07,1.005428604263227e-06,-1.0491428693181382e-06,-3.8389740034354273e-07,3.147887300120316e-08,-6.035780775860786e-07,-3.297309321519115e-07,-1.9934609044101707e-06,-1.8855656312317124e-06,-1.012044601787429e-06,-1.1206388479505225e-06,-1.1254740111430947e-06,-5.165927050413332e-06,4.806275902782494e-06,-1.5758545838219723e-06,-1.8954611200475494e-06,-1.1715624592719808e-06,-6.027376735046156e-07,-1.233809788771256e-06,-2.900475507285039e-07,-3.9110722139070516e-07,8.193663940072498e-07,5.664123172253598e-07,-2.131944523398998e-06,-4.220137808409741e-06,-4.803291112211432e-06,-1.7247145904411131e-06,2.880794059361043e-06,-6.658733026207106e-08,1.5175675224281737e-06,-4.0816488374991e-07,1.9092804608415606e-06,3.724484190340037e-07,-6.864044067465477e-08,-2.497814608965691e-06,-8.431785514313901e-07,-5.879364585604629e-07,-1.523538246385632e-06,-1.5883719803699674e-06,1.198032391508527e-06,7.813885339835692e-07,5.217916746535307e-07,-1.9338706725832624e-06,-4.4799976759509093e-07,6.028837139155675e-07,1.141624519684361e-06,3.4958202033250237e-07,-1.7664219823274952e-07,1.5340900365768025e-07,1.7197744914867466e-07,1.0842021724855044e-19,1351.5646009458549,1392.3670086805876,1.0,20.0
